Attack Type,Trigram,Count
Privilege Escalation → Bypassing UAC,write access to,1
Privilege Escalation → Kernel Exploits,apply least privilege,1
Privilege Misuse,enforce least privilege,1
Process Relationship,alert on suspicious,1
Process Relationship,disable macros by,1
Process Relationship,macros by default,1
Promo Abuse,enforce server side,1
Prompt Hijack for Fixed Output Injection,from user input,1
Prompt Hijacking to Override Assistant Behavior,sanitize user input,1
Prompt Injection,from trusted sources,1
Prompt Injection during Label Construction,human in the,1
Prompt Injection during Label Construction,in the loop,1
Prompt Injection via System/Meta Prompts,from user input,1
Prompt Injection via System/Meta Prompts,user input use,1
Prompt Injection via User Comments or FAQ Fields,sanitize user input,1
"Prompt Leak via Logs, Error, or Crash",validate and sanitize,1
Prompt Poisoning,apply input validation,1
Prompt Poisoning,restrict write access,1
Prompt Poisoning,write access to,1
Prompt Reconstruction,restrict access to,1
Prompt Recovery,apply differential privacy,1
Prompt Tuning Vector-Based Inference,restrict access to,1
Prompt-Based Credential Extraction,train users to,1
Prompt-based Tool URL Manipulation,and validate all,1
Prompt-based Tool URL Manipulation,sanitize and validate,1
Protocol Abuse,implement rate limiting,1
Protocol Abuse,rate limiting and,1
Protocol Desync,anomaly detection on,1
Protocol Misuse,deep packet inspection,1
Prototype-based Input Generation,apply differential privacy,1
Prototype-based Input Generation,use adversarial training,1
Proximity Exploit via BLE Beacon Scripts,educate users on,1
Proxy Vulnerability Testing,use adversarial training,1
Public API Exposure + Cloud Metadata Theft via SSRF,apply least privilege,1
Public Paste Leak,block access to,1
Public Workflow Artifact Exposure,short lived tokens,1
Public Workflow Artifact Exposure,use short lived,1
QR Code Phishing,from trusted sources,1
QR Code Social Engineering + Rogue AP,disable auto connect,1
QR Code Social Engineering + Rogue AP,train users to,1
QR Code Social Engineering + Rogue AP,users to verify,1
Quantum Trojan Horse via Debug Channel,disable debug ports,1
Quantum-Aided Classical Side-Channel Analysis,implement constant time,1
Query Transfer Attack,use adversarial training,1
Query-Efficient Model Stealing with Data Selection Strategies,use differential privacy,1
RBAC Misuse,apply least privilege,1
RBAC Misuse,enforce least privilege,1
RFID Tag Cloning,role based access,1
RPC Endpoint Accessible by All IPs and Origins,restrict access to,1
RSA DPA / Ladder Leak,use constant time,1
RSA Modular Exponentiation Timing Leak,use constant time,1
RSA Power Side-Channel Attack,use constant time,1
Race Condition / DoS,implement rate limiting,1
Race Condition / Information Leak,enforce least privilege,1
Race Condition Exploit in JavaScript Async,enforce server side,1
Rainbow Crack for SHA-1 Password Hashes,sha 256 or,1
Rank-Based Membership Inference,add noise to,1
Ransomware Simulation,train users to,1
Ransomware Simulation,users to verify,1
Rare Unique Data is Memorized Fully by Overfit Model,use differential privacy,1
Real-Time Attack,use adversarial training,1
Real-time Data Manipulation,anomaly detection on,1
Rebinding via Hijacked DNS + Web Exploit,block access to,1
Reconnaissance,and alert on,2
Reconnaissance,alert on suspicious,1
Reconnaissance,enforce least privilege,1
Reconnaissance / Browser Scan,access to internal,1
Reconnaissance / Browser Scan,content security policy,1
Reconnaissance / Browser Scan,security policy csp,1
Reconnaissance / Info Leak,if not needed,1
Reconnaissance via Filesystem,restrict access to,1
Reconstructing Images from Identity Labels,train with dp,1
Reconstruction from Embedding Vector Optimization,add dp noise,1
Recovery Scam via Fake Apps/Websites,educate users to,1
Recursive Locking via Reentrancy,update state before,1
Redirection Abuse to Hijack Auth Flow,short lived tokens,1
Redirection Abuse to Hijack Auth Flow,use short lived,1
Reentrancy Attack,update state before,11
Reentrancy Attack,use reentrancy guards,9
Reentrancy Attack,checks effects interactions,8
Reentrancy Attack,before external calls,8
Reentrant Execution Influenced by Time Logic,checks effects interactions,1
Reentrant Mutation of Shared State Memory,before external calls,1
Reflected Cross-Site Scripting (XSS),sanitize all user,1
Reflected XSS,input validation and,1
Reflected XSS,strict input validation,1
Reflected XSS via HTTP Host header,content security policy,1
Reflected XSS via HTTP Host header,security policy csp,1
Reflected XSS via HTTP Host header,use content security,1
Reflected/XSS + HTML Injection,content security policy,1
Reflected/XSS + HTML Injection,validate and sanitize,1
Reflection Abuse,validate and sanitize,1
Remote Code Execution (RCE),enforce least privilege,1
Remote Code Execution (RCE),on server side,1
Remote Code Execution (RCE),sanitize all user,1
Remote Code Execution (RCE),server side validation,1
Remote Code Execution (RCE),use parameterized queries,1
Remote Code Execution (RCE) in RDP,if not needed,1
Remote Code Execution (RCE) via Plugin Injection,content security policy,1
Remote Code Execution (SMB Valid Login),if not needed,1
Remote Code Execution / Default Web Panel Access,block access to,1
Remote Code Execution / Deserialization,apply input validation,1
Remote Code Execution / Deserialization,validate and sanitize,1
Remote Code Execution / Recon,from user input,1
Remote Code Execution / Recon,user input use,1
Remote Code Execution / Shell Access,constrained language mode,1
Remote Code Execution / Shell Access,via applocker or,1
Remote Code Execution over WinRM (PowerShell),constrained language mode,1
Remote Code Execution via File Upload,do not allow,1
Remote Code Execution via Parsers,do not allow,1
Remote Code Execution via SSI,if not needed,1
Remote Code Execution via Upload,disable script execution,1
Remote Code Execution via Upload,script execution in,1
Remote Command Execution,sanitize and validate,1
Remote Command Execution (RCE),if not needed,1
Remote Command Execution / Credential Abuse,enforce strong passwords,1
Remote Command Execution via ICMP,deep packet inspection,1
Remote Exploitation,input validation and,1
Remote Include via PHP Input,sanitize user input,1
Remote Programming Attack,restrict access to,1
Remote Timing Side-Channel,constant time crypto,1
Remote Timing Side-Channel,use constant time,1
Removable Media Attack,educate users not,1
Removable Media Attack,use secure boot,1
Removable Media Attack,users not to,1
Representation Abuse / Identity Leak,add noise to,1
Representation Exploit,add dp noise,1
Resource Exhaustion,implement rate limiting,1
Resource Exhaustion + Passive Sniffing,enable dhcp snooping,1
Resource Exhaustion / Abuse,and alert on,1
Resource Exhaustion / Abuse,implement rate limiting,1
Resource Starvation via IPC Abuse,implement rate limiting,1
Resource Starvation via IPC Abuse,rate limiting and,1
Reuse of Authorized Session,use short lived,2
Reuse of Authorized Session,to ip device,1
Reuse of Captured Authorization Tokens,short lived tokens,1
Reuse of Captured Authorization Tokens,use short lived,1
Reuse of Old Signed Session/Tx Data,to ip device,1
Reusing Refunds to Replay or Reenter Logic,checks effects interactions,1
Reverse Engineering > Feature Unlock,enforce server side,1
Reverse Engineering > Feature Unlock,server side validation,1
Reverse Shell via DNS Tunneling / Covert Channel,and alert on,1
Reverse Shell via DNS Tunneling / Covert Channel,deep packet inspection,1
Reverse Shell via Script,constrained language mode,1
Roaming Abuse,disable auto connect,1
Rogue AP + Gateway Blackhole + DNS Hijack,open wi fi,1
Rogue AP Attack,disable auto connect,1
"Rogue AP, Evil Twin",disable auto connect,1
Rogue Access Point (SSID Clone),public wi fi,1
Rogue Access Point (SSID Spoofing),public wi fi,1
Rogue DHCP Server Deployment,enable dhcp snooping,1
Rogue Wi-Fi Hotspot,disable auto connect,1
Rootkit,secure boot and,1
Rootkit Deployment,disable macros by,1
Rootkit Deployment,macros by default,1
Rootkit Deployment,use only verified,1
Runtime Binary Tampering to Infect New Containers,use read only,1
S/MIME Signature Abuse or Spoofing,train users to,1
SIM Toolkit Attack,from trusted sources,1
SMB Exploitation for Pivot,enforce smb signing,1
SMB Relay Attack,enforce smb signing,2
SMB/NFS Share Abuse,use read only,1
SMTP Header Injection,strict input validation,1
SMTP Header Injection,validate and sanitize,1
SMTP Password Brute Force,enforce strong passwords,1
SMiShing (SMS Phishing),educate users on,1
SMiShing (SMS Phishing),educate users to,1
SMiShing (SMS Phishing),train users to,1
SMiShing (SMS Phishing),users not to,1
SMiShing (SMS Phishing),users to verify,1
SOAP XML Deserialization Attack,validate and sanitize,1
SOC Monitoring → Threat Detection,use behavior based,1
SQL Injection,and validate all,2
SQL Injection,sanitize all user,2
SQL Injection,sanitize and validate,2
SQL Injection,use parameterized queries,2
SQL Injection ,strict input validation,1
SQL Injection ,use parameterized queries,1
SQL Injection - Blind Boolean Based,strict input validation,1
SQL Injection - Blind Boolean-Based,use parameterized queries,1
SQL Injection - Blind Time Based,use parameterized queries,1
SQL Injection - Injection in Headers,and validate all,1
SQL Injection - Injection in Headers,sanitize and validate,1
SQL Injection - Inline Query Manipulation,strict input validation,1
SQL Injection - Second Order,input validation and,1
SQL Injection - Stacked Queries,use parameterized queries,1
SQL Injection - Union Based,use parameterized queries,1
SQL Injection / Command Injection,user input use,2
SQL Injection / Command Injection,use parameterized queries,2
SQL Injection / Command Injection,strict input validation,1
SQL Injection / Command Injection,input validation and,1
SQL Injection via File Upload Names,use parameterized queries,1
SQL Injection via Stored Procedures,use parameterized queries,1
SSH Key Reuse from Shared Volume,rotate keys regularly,2
SSID Cloaking + Auto-connect Hijack,disable auto connect,1
SSID Cloaking + Auto-connect Hijack,educate users to,1
SSID Cloaking + Auto-connect Hijack,public wi fi,1
SSL/TLS Downgrade + MITM Attack,educate users to,1
SSL/TLS Downgrade + MITM Attack,users to verify,1
SSO Assertion Hash Collision,rotate keys regularly,1
SSRF + Server-Side Template Injection (SSTI),access to internal,1
SSRF + Server-Side Template Injection (SSTI),block access to,1
SSRF + Server-Side Template Injection (SSTI),to internal ips,1
SSRF Proxy chaining through internal SSRF tool exposed,restrict access to,1
SSRF through IP-based trust with spoofed headers,do not trust,1
SSRF to Cloud Monitoring API,disable public access,1
SSRF to Metadata Access,block access to,1
SSRF using Unvalidated HTTP Referer Header,do not trust,1
SSRF via Deserialization,validate and sanitize,1
SSRF via Obfuscated Input Parameters,and validate all,1
SSRF via malicious URL inside generated QR code,from user input,1
SSRF → Remote Code Execution,sanitize and validate,1
SSTI via Dynamic Template Loading,from user input,1
STARTTLS Downgrade Attack,end to end,1
"Same Prefix, Colliding Suffix",sha 256 or,1
Scareware Delivery via Redirect,train users to,1
Scripted API-Based Label Poisoning,anomaly detection on,1
Scripted Build Tool Attack,do not trust,1
Scripted Payload via PowerShell,constrained language mode,1
Scripting Execution,via applocker or,1
Secret Encoding via Poisoned Training Samples,and anomaly detection,1
Secret Encoding via Poisoned Training Samples,anomaly detection on,1
Secret Leak,store secrets in,1
Secret Misuse in GitHub CI,use read only,1
Secret Scanning Integration,short lived tokens,1
Secret Scanning Integration,use short lived,1
Secure Firmware Distribution,use code signing,1
Self-Initiated Tool Execution with Memory Leakage,human in the,1
Self-Initiated Tool Execution with Memory Leakage,in the loop,1
Sensitive Attribute Recovery,apply differential privacy,1
Sensitive Data Exposure,enforce least privilege,1
Sensitive Data Exposure,restrict log access,1
Sequential Attribution Reveals Behavioral Patterns,restrict access to,1
Serial Console Attack,use secure boot,1
Server-Side Port Discovery via DNS,access to internal,1
Server-Side Port Discovery via DNS,block access to,1
Server-Side Port Discovery via DNS,to internal ips,1
Server-Side Port Scanning via XXE,validate and sanitize,1
Server-Side Repo Enforcement,use server side,1
Server-Side Request Forgery (SSRF),access to internal,2
Server-Side Request Forgery (SSRF),block access to,2
Server-Side Request Forgery (SSRF),to internal ips,2
Server-Side Request Forgery (SSRF),sanitize and validate,1
Server-side request bypass via URL tricks,access to internal,1
Server-side request bypass via URL tricks,block access to,1
Server-side request bypass via URL tricks,to internal ips,1
Serverless Function Deserialization,apply least privilege,1
Serverless Timing Leak,use constant time,1
Session Hijacking,short lived tokens,1
Session Hijacking,use short lived,1
Session Hijacking / Token Replay,use short lived,1
Session Hijacking via Cookie Replay,to ip device,1
Session Hijacking via Fixation,from user input,1
Session Hijacking via Fixation,user input use,1
Session Hijacking via Predictable IDs,to ip device,1
Session Hijacking via Predictable IDs,use long random,1
Session Hijacking via Preimage,use long random,1
Session Token Theft,to ip device,1
Session/Cache Poisoning via Deserialization,restrict access to,1
Shadow Model-Based Membership Attack,use differential privacy,1
Shadow-to-Target Membership Inference,train with dp,1
Shell Injection,sanitize user input,1
Shell Injection,validate and sanitize,1
Shortcut (.lnk) points to ADS payload for persistence,write access to,1
Side Channel (Timing),add noise to,1
Side Channel Attack (Power Analysis - Simple and Differential),use constant time,1
Side-Channel (Timing),constant time crypto,1
Side-Channel (Timing),use constant time,1
Side-Channel + Hash Collision Hybrid Attack,use constant time,1
Side-Channel Attack,implement constant time,1
Side-Channel Monitoring via System Stats,restrict access to,1
Side-Channel via Power Pattern Analysis,by default use,1
Side-Channel via Session Validation Timing,use constant time,1
Side-channel ML Model Theft,add noise to,1
Side-channel Profiling,use constant time,1
Signal Hijacking,multi factor authentication,4
Signal Hijacking,use strong encryption,2
Signal Hijacking,enforce least privilege,1
Signature Collision on Emails or Messages,use sha 256,1
Signing Infrastructure Compromise,rotate keys regularly,1
Single Origin Session Misuse,do not trust,1
Social Engineering,from user input,1
Social Engineering,user input use,1
Social Engineering + Drive-by Download,from unknown sources,1
Social Engineering + Session Manipulation,train users to,1
Social Engineering / Phishing,educate users not,1
Social Engineering / Phishing,users not to,1
Social Engineering / Supply Chain Poisoning,use only verified,1
Social Engineering / Transaction Manipulation,educate users to,1
Social Engineering / Transaction Manipulation,use hardware wallets,1
Social Engineering / Transaction Manipulation,users to verify,1
Software DPA / Table Lookup,use constant time,1
Software License Preimage Forgery,on server side,1
Source Code Leakage + Clipboard Attack via Static Reverse Engineering,store secrets in,1
Spear Phishing with Payloads,by default use,1
Spear Phishing with Payloads,disable macros by,1
Spear Phishing with Payloads,educate users to,1
Spear Phishing with Payloads,from unknown sources,1
Spear Phishing with Payloads,macros by default,1
Spoofed Routing Protocol Updates,if not needed,1
Stager Analysis,alert on suspicious,1
Startup Log Wipe,block access to,1
Static Analysis,validate and sanitize,1
Static Firmware Analysis,use secure boot,1
Stealing Private Training Samples via API Prediction Patterns,differential privacy in,1
Stealth Location Tracking via Legitimate Features,from unknown sources,1
Stealth Poisoning with Correct Label,and anomaly detection,1
Stealth Poisoning with Correct Label,anomaly detection on,1
Steganographic Malware Delivery,by default use,1
Steganographic Malware Delivery,disable macros by,1
Steganographic Malware Delivery,educate users on,1
Steganographic Malware Delivery,from unknown sources,1
Steganographic Malware Delivery,macros by default,1
Stolen Device Attack (ADB Exploitation Without Encryption),by default use,1
Stolen Device Attack (ADB Exploitation Without Encryption),full disk encryption,1
Stolen Device Attack (App Bypass due to No Biometrics),educate users on,1
Stolen Device Attack (Chip-Level NAND Data Extraction),full disk encryption,1
Stolen Device Attack (Physical Flash Dumping & Data Recovery),full disk encryption,1
Stolen Device Attack (SIM Hijacking + Token Replay),full disk encryption,1
Stored Cross-Site Scripting (XSS) in User Profiles,sanitize all user,1
Stored Cross-Site Scripting via Upload Field,content security policy,1
Stored Cross-Site Scripting via Upload Field,use content security,1
Stored XSS,content security policy,1
Stored XSS,use content security,1
Stored XSS + document.cookie,sanitize all user,1
Stored XSS via Comment Systems,sanitize all user,1
Stored XSS via Event Attributes in HTML Tags,from user input,1
Stored XSS via Event Attributes in HTML Tags,input validation and,1
Stored XSSI (JS file hosted on same domain),content security policy,1
Stored XSSI (JS file hosted on same domain),security policy csp,1
Stored XSSI (JS file hosted on same domain),use content security,1
Stuxnet-Style PLC Rootkit,do not allow,1
Stuxnet-Style PLC Rootkit,input validation and,1
Stuxnet-Style PLC Rootkit,strict input validation,1
Subdomain Takeover,content security policy,1
Subdomain Takeover via CNAME Hijack,in ci cd,1
Subscription & Refund Abuse,server side validation,1
Subtle Concept Corruption via Drift,human in the,1
Subtle Concept Corruption via Drift,in the loop,1
Supply Chain / CI-CD Compromise,role based access,1
Supply Chain / Covert Location Tracking,from trusted sources,1
Supply Chain Attack,from trusted sources,1
Supply Chain Attack via Office Docs,disable macros by,1
Supply Chain Attack via Office Docs,macros by default,1
Supply Chain Threat Intelligence,disable debug ports,1
Suspicious Parent Process,macros by default,1
Sybil Attack on Multi-Sig Security,multi factor authentication,1
Sybil and Fake Account Flooding,and anomaly detection,1
Sync Misuse / Local-to-Cloud Leakage,use hardware wallets,1
System Recon,limit access to,1
Systemd Timer Exploitation,restrict write access,1
Systemd Timer Exploitation,write access to,1
TLS/SSL Certificate Reuse Attack,use short lived,1
Tailored Hash Collision Exploit,sha 256 or,1
Tailored Hash Collision Exploit,use sha 256,1
Tapjacking (UI Overlay Attack),by default use,1
Target Discovery + Setup,input validation and,1
Targeted Dictionary Brute Force,users not to,1
Targeted Poisoning in FL Clients,anomaly detection on,1
Template Abuse via Prompt Injection,apply input validation,1
Template Injection via Logs,never trust client,1
Template Inversion from Biometrics,limit access to,1
Tenant Isolation Bypass via ID/Token Tampering,never trust client,1
Terraform Secrets Exposure,store secrets in,1
Text-Based MIA on Transformers or RNNs,apply differential privacy,1
Thematic Deception via Auto-Generated Fake Apps,educate users on,1
Threshold Attack (Black-box Confidence Analysis),use differential privacy,1
Time Logic Exploit,use server side,1
Time Synchronization Attack,and multi source,8
Time-based Credential Spray Evasion,use behavior based,1
Timing + Power Analysis,use constant time,1
Timing / Power Consumption Exploit,use constant time,1
Timing Oracle using Network Delays,implement constant time,1
Timing Oracle using Network Delays,use rsa oaep,1
Timing Side-Channel,use constant time,1
Timing Side-Channel as Padding Oracle Indicator,constant time crypto,1
Timing Side-Channel as Padding Oracle Indicator,use constant time,1
Timing Side-Channel in Login Verification,use constant time,1
Timing Side-Channel on Nonce k,constant time crypto,1
Timing Side-Channel on RSA Padding Checks,use constant time,1
Timing and Call-Pattern Side-Channel,add noise to,1
Timing on Elliptic Curve Computation,use constant time,1
"Timing, Cache, or Power-based Extraction",constant time crypto,1
"Timing, Cache, or Power-based Extraction",use constant time,1
"Timing, Cache, or Power-based Extraction",use hardware wallets,1
Timing-Based Password Validation Leak,implement constant time,1
Token Bucket Reset Abuse,use server side,1
Token Memorization via Logit Analysis,add noise to,1
Token Persistence / Local Token Exposure,use server side,1
Token Reuse / Server-Side Session Persistence,short lived tokens,1
Token Reuse / Server-Side Session Persistence,use short lived,1
Token Theft via Messaging Links,do not trust,1
Token Validation Timing Side Channel,implement constant time,1
Training Data Attribution using Influence Functions,add dp noise,1
Training Data Inference using Replica (Shadow) Models,apply differential privacy,1
Training Data Leak via Output Embedding Matching,apply differential privacy,1
Training Data Memorization Leakage,apply differential privacy,1
Training Data Memorization Leakage,differential privacy in,1
Training Data Memorization and Leakage,use differential privacy,1
Training Data Memorization via Prompt Completion,differential privacy in,1
Training Data Memorization via Prompt Completion,use differential privacy,1
Training Data Privacy Violation via Inference,differential privacy in,1
Training Data Privacy Violation via Inference,use differential privacy,1
Training Data Reconstruction via Output Exploitation,train with dp,1
Transaction Cancellation via Fee Bumping,do not trust,1
Transaction Replacement Attack,educate users on,1
Transfer Attack,use only verified,1
Transferability Attack Across Related Datasets,use adversarial training,1
Trick User into Reusing Old Signed Messages,educate users to,1
Trigger Injection,anomaly detection on,1
Trojan Deployment & Remote Access Tools (RATs),disable macros by,1
Trojan Deployment & Remote Access Tools (RATs),from unknown sources,1
Trojan Deployment & Remote Access Tools (RATs),macros by default,1
Trojanized Executable (Portable App),educate users on,1
UART Debug Port Exploitation,disable debug ports,1
UART Debug Port Exploitation,restrict access to,1
UART Debug Port Exploitation,use secure boot,1
UEFI DXE phase rootkit injection,use secure boot,1
UI Deception / Overlay Attack,educate users on,1
UI Disruption via Autofocus,from user input,1
UI Redress / Clickjacking,educate users not,1
UI Redress / Clickjacking,frame options deny,1
UI Redress / Clickjacking,use frame options,1
UI Redress / Clickjacking,users not to,1
UI Redress Attack (Clickjacking),content security policy,1
UI Redress Attack (Clickjacking),frame options deny,1
UI Redressing & Extension Abuse,use frame options,1
UI Redressing + Cookie Abuse,frame options deny,1
UI Redressing and Embedded Page Hijack,frame options deny,1
URL Injection / Remote Execution,use code signing,1
Unauthorized Access to Cloud Storage Buckets,by default use,1
Unauthorized Access to Cloud VPN/Firewall Admin Panels,to internal ips,1
Unauthorized Access to Public Cloud Storage,by default use,1
Unauthorized Access to Token-Gated Features,role based access,1
Unauthorized Access via Default Database Admin Consoles,disable public access,1
Unauthorized Access via Known Passwords,block access to,1
Unauthorized Database Access,restrict access to,1
Unauthorized File Overwrite / DoS / RCE,validate and sanitize,1
Unauthorized Function Execution,role based access,1
Unauthorized Index Access,disable public access,1
Unauthorized Log Access,restrict log access,1
Unauthorized Read/Write via SNMP Default Config,access to internal,1
Unauthorized Read/Write via SNMP Default Config,to internal ips,1
Universal Membership Classifier,use differential privacy,1
Universal Patch-based Evasion,use adversarial training,1
Unrestricted Minting of Tokens for Personal Gain,role based access,1
Unrestricted PII Exposure via LLM → Tool Pipeline,apply input validation,1
Unrestricted Script Execution,enforce least privilege,1
Unsafe Auto-Approval,in ci cd,1
Unsecured Web Management Portals on Storage Gateway Devices,disable public access,1
Update-Based Membership Tracking,add dp noise,1
Update-Based Membership Tracking,noise to gradients,1
Use Dirty COW to overwrite executable on host mount,restrict access to,1
Use a script or file open trick to launch ADS under elevated context,via applocker or,1
User Activity,and alert on,1
User Re-identification,add noise to,1
UserData Misuse,store secrets in,1
VBA Macro Execution in Office File,by default use,1
VBA Macro Execution in Office File,disable macros by,1
VBA Macro Execution in Office File,macros by default,1
VLAN Hopping + Rogue DHCP,enable dhcp snooping,1
Vehicle Control Manipulation,restrict write access,1
ViewState Deserialization Attack,on server side,1
Virtual Network Traffic Sniffing,apply least privilege,1
Visual Backdoor,use adversarial training,1
Visual Deception via Simulated Browser,educate users on,1
Voice-Based Impersonation Attack,educate users not,1
Voice-Based Impersonation Attack,users not to,1
Voltage Faults + Power Analysis Combo,secure boot and,1
Voltage Faults + Power Analysis Combo,use secure boot,1
WPA2 Key Recovery from PMKID Hash,rotate keys regularly,1
WPA2-Enterprise Rogue AP,educate users to,1
Wallet Hijack via Public Wi-Fi Man-in-the-Middle,open wi fi,1
WalletConnect Session Intercept,public wi fi,1
Web Application Exploitation,implement constant time,1
Web Recon,role based access,1
Web Shell Communication,alert on suspicious,2
Web-Based Credential Phishing,educate users to,1
Web-Based Credential Phishing,users to verify,1
Web/API Login Timing Side Channel,use constant time,1
WebAssembly (Wasm) Exploitation,server side validation,1
WebAssembly (Wasm) Exploitation,use server side,1
WebView-Based Clipboard Hijacking via JavaScript Injection,do not allow,1
Wi-Fi Credential Harvest + Offline Attack,rotate keys regularly,1
Wi-Fi Credential Harvest + Offline Attack,users not to,1
Wi-Fi Credential Theft / Social Engineering,auto connect to,1
Wi-Fi Credential Theft / Social Engineering,disable auto connect,1
Wi-Fi Credential Theft / Social Engineering,train users to,1
Wi-Fi Credential Theft / Social Engineering,users to verify,1
Wi-Fi Fake AP + Credential Harvesting,open wi fi,1
Wi-Fi Rogue AP,open wi fi,1
"Wi-Fi Sniffing, Session Hijacking",public wi fi,1
Windows Hash Capture via Forced Auth Trigger,enforce smb signing,1
Wireless - Jamming + Timing Attack,implement constant time,1
Wireless - Side Channel via Wi-Fi 6,use constant time,1
Wireless - Social Engineering / Auto-Connect,disable auto connect,1
Wireless Attack,disable auto connect,1
Wireless Attacks (Advanced),constant time crypto,2
Wireless Attacks (Advanced),auto connect to,1
Wireless Attacks (Advanced),disable auto connect,1
Wireless Attacks (Advanced),implement constant time,1
Wireless Authentication Bypass / MITM,auto connect to,1
Wireless Authentication Bypass / MITM,disable auto connect,1
Wireless Authentication Bypass / MITM,train users to,1
Wireless Denial-of-Service (Beacon Storm),auto connect to,1
Wireless Denial-of-Service (Beacon Storm),disable auto connect,1
Wireless Denial-of-Service (Layer 2 Disruption),open wi fi,1
Wireless Exploit,disable auto connect,1
Wireless MITM via ARP Spoof,dynamic arp inspection,1
Wireless Probe Response MITM,disable auto connect,1
Wireless Recon,block access to,1
Wireless Replay & Emulation Attack on AI Agents,auto connect to,1
Wireless Replay & Emulation Attack on AI Agents,disable auto connect,1
Wireless Traffic Capture,public wi fi,1
Wireless Traffic Capture,use strong encryption,1
Workflow Manipulation via Deserialization,validate and sanitize,1
XAML Script Execution,restrict access to,1
XSS via SVG Embedded Scripts,content security policy,1
XSS via SVG Embedded Scripts,disable script execution,1
XSS via SVG Embedded Scripts,script execution in,1
XSS via SVG Embedded Scripts,use content security,1
Zero-day Exploit Delivery via Email,train users to,1
Zero-day Exploit Delivery via Email,users to verify,1
Zigbee Replay & Injection,rate limiting and,1
iframe Content Access,use frame options,1
